"","country","year","homicide_rate","gini_coef","top_10_income_share","top_1_income_share","top_01_income_share","palma_ratio"
"611","Colombia",2007,39.712208,0.7099341,60.51,21.369999,4.5299997,14.830882
"612","Colombia",2008,36.836437,0.70780504,59.969997,21.199999,4.6,14.880894
"613","Colombia",2009,35.693077,0.70297295,59.81,20.98,4.38,13.974299
"614","Colombia",2010,34.494293,0.6996555,58.99,20.34,4.28,13.847418
"615","Colombia",2011,35.59345,0.7053869,60.170002,23.38,4.84,13.768879
"616","Colombia",2012,35.90898,0.6889359,57.87,20.02,4.09,12.418455
"617","Colombia",2013,33.35357,0.68171245,56.809998,19.89,3.9500003,11.860126
"618","Colombia",2014,28.585234,0.6739795,55.96,20.43,5,10.951077
"619","Colombia",2015,27.128765,0.6728795,56.15,18.91,3.78,10.798077
"620","Colombia",2016,26.040422,0.67170984,56.21,19.460001,4.1,10.585688
"621","Colombia",2017,25.434488,0.69211304,58.45,18.189999,4.4700003,12.357294
"622","Colombia",2018,26.231325,0.69565904,58.710003,19.04,4.34,12.735358
"623","Colombia",2019,25.753473,0.7020825,59.039997,19.17,4.4300003,13.924528
"624","Costa Rica",2011,10.128365,0.6643597,53.34,18.16,3.17,10.438356
"625","Costa Rica",2012,8.592673,0.66833526,53.87,17.95,2.8999999,11.061602
"626","Costa Rica",2013,8.577627,0.6774623,54.29,17.79,3.05,12.394978
"627","Costa Rica",2014,9.846647,0.6743605,53.780003,14.86,2.69,12.774346
"628","Costa Rica",2015,11.378396,0.680087,54.46,16.45,3.72,12.997613
"629","Costa Rica",2016,11.688089,0.68282485,55.059998,20.02,5.69,13.172249
"630","Costa Rica",2017,12.074873,0.67525524,53.98,18.76,2.85,12.975962
"631","Costa Rica",2018,11.605453,0.6789044,54.25,20.58,5.82,13.596491
"632","Costa Rica",2019,11.0728,0.6878792,55.28,20.48,4.4,15.062671
"633","Croatia",1998,2.2532516,0.43408886,32.68,7,1.46,2.1138422
"634","Croatia",1999,2.4102511,0.44049892,33.23,7.35,1.72,2.1804461
"635","Croatia",2000,2.2205446,0.4234512,32.16,7.12,1.49,2.0315857
"636","Croatia",2001,1.7973005,0.43405795,32.300003,7.2400002,1.53,2.1868653
"637","Croatia",2002,1.6284217,0.42577767,31.310001,7.4100003,1.71,2.0887258
"638","Croatia",2003,1.5466903,0.42430735,30.849998,7.2599998,1.62,2.0539281
"639","Croatia",2004,1.86796,0.43034735,31.59,7.74,1.85,2.1258411
"640","Croatia",2005,1.535099,0.4525479,32.59,8.57,2.26,2.4411986
"641","Croatia",2006,1.6751331,0.45312232,32.77,8.95,2.47,2.46948
"642","Croatia",2007,1.4073216,0.46547747,33.75,9.58,2.79,2.6512177
"643","Croatia",2008,1.6159633,0.4558286,33.53,9.63,2.8799999,2.4892354
"644","Croatia",2009,1.1181778,0.45266008,31.99,8.38,2.31,2.5149372
"645","Croatia",2010,1.4191923,0.46086904,32.9,8.97,2.44,2.6639676
"646","Croatia",2011,1.1259601,0.4664974,33.68,9.45,2.55,2.7583947
"647","Croatia",2012,1.1773956,0.4658697,33.48,9.17,2.47,2.7420146
"648","Croatia",2013,1.0675694,0.46072474,33.61,9.650001,2.76,2.6360784
"649","Croatia",2014,0.8403416,0.46708438,34.15,9.9,2.8799999,2.7473853
"650","Croatia",2015,0.86960304,0.46692955,34.24,10.559999,3.2900002,2.7524116
"651","Croatia",2016,1.041728,0.45765954,32.989998,9.23,2.55,2.6203337
"652","Croatia",2017,1.0972061,0.46068484,32.98,9.77,3.01,2.6661277
"653","Croatia",2018,0.57685584,0.46607876,34.24,9.75,2.6799998,2.74579
"654","Curacao",2001,7.110808,NA,54.77,22.310001,8.67,11.702991
"655","Curacao",2002,27.584743,NA,54.6,22.16,8.56,11.641791
"656","Curacao",2003,30.047237,NA,54.45,22.02,8.45,11.536017
"657","Curacao",2004,28.259686,NA,54.3,21.89,8.349999,11.455696
"658","Curacao",2005,17.655487,NA,54.16,21.76,8.25,11.378151
"659","Curacao",2006,12.02694,NA,54.030003,21.64,8.16,11.327044
"660","Curacao",2007,17.091825,NA,53.899998,21.529999,8.070001,11.252609
"661","Cyprus",1990,0.6341154,0.49338675,37.17,11.57,3.72,3.1261563
"662","Cyprus",1996,1.136288,0.47850457,35.58,10.809999,3.3799999,2.9116204
"663","Cyprus",2004,1.5706531,0.4325189,30.58,7.39,1.71,2.2568266
"664","Cyprus",2005,1.9285259,0.42322728,29.92,7.58,1.94,2.1325731
"665","Cyprus",2006,1.4212109,0.4332458,31.279999,9.690001,3.46,2.2519798
"666","Cyprus",2007,1.2105714,0.42196476,29.63,7.8,2.24,2.1073968
"667","Cyprus",2008,0.82388157,0.45456454,33.86,10.440001,3.3700001,2.5137343
"668","Cyprus",2009,1.710211,0.45835933,34.17,10.18,3.11,2.6064074
"669","Cyprus",2010,0.7081617,0.45412418,33.25,8.75,2.23,2.5246773
"670","Cyprus",2011,0.7859672,0.48981395,37.04,11.509999,3.6100001,3.07131
"671","Cyprus",2012,1.9021984,0.49348015,37.34,11.71,3.7,3.1246862
"672","Cyprus",2013,1.0283054,0.5231603,41.63,16.300001,6.52,3.6549604
"673","Cyprus",2014,0.9345834,0.4926832,37.05,11.54,3.5900002,3.1213143
"674","Cyprus",2015,1.263392,0.49584,37.11,11.2300005,3.3500001,3.1963825
"675","Cyprus",2016,1.0852493,0.4777,35.7,10.83,3.32,2.8605769
"676","Cyprus",2017,0.5792194,0.46675822,34.920002,9.95,2.83,2.6882217
"677","Czechia",1996,1.6803211,0.39336166,29.74,9.55,3.3300002,1.8223039
"678","Czechia",2003,1.5905484,0.38832733,29.4,9.33,3.24,1.7850637
"679","Czechia",2004,1.3059157,0.3975092,28.36,9.139999,3.3,1.9071957
"680","Czechia",2005,1.0505722,0.38192898,29.429998,10.03,3.85,1.6894374
"681","Czechia",2006,1.2615461,0.44163382,30.46,9.610001,3.2,2.6190886
"682","Czechia",2007,1.2188246,0.44562197,31.75,10.51,3.6200001,2.6370432
"683","Czechia",2008,1.0984159,0.37692553,28.43,10.809999,4.93,1.6872404
"684","Czechia",2009,0.90198064,0.40523693,28.87,10.0199995,4.08,2.0034697
"685","Czechia",2010,0.98425674,0.38253498,29.22,9.54,3.4299998,1.6978501
"686","Czechia",2011,0.8193302,0.39524952,26.81,8.47,3.12,1.9684287
"687","Czechia",2012,0.9989473,0.40070295,27.31,8.55,3.07,2.0274684
"688","Czechia",2013,0.85595655,0.38486212,26.930002,7.9300003,2.5,1.8270013
"689","Czechia",2014,0.7701683,0.3412174,26.94,7.7,2.24,1.4038562
"690","Czechia",2015,0.83620006,0.39100876,29.960001,9.63,3.3100002,1.7833333
"691","Czechia",2016,0.6174252,0.3725938,28.87,9.23,3.1800003,1.6164614
"692","Czechia",2017,0.62670296,0.3743987,28.64,9.19,3.21,1.638444
"693","Denmark",1990,0.7969485,0.33651742,25.82,8.1,3,1.3241025
"694","Denmark",1991,1.3182573,0.33423704,25.88,8.120001,3.02,1.3110436
"695","Denmark",1992,1.1979591,0.3358503,25.960001,8.17,3.04,1.3184358
"696","Denmark",1993,1.367021,0.34057638,25.8,8.14,3.06,1.355042
"697","Denmark",1994,1.4384903,0.345311,26.750002,9.049999,3.6699998,1.4027268
"698","Denmark",1995,1.1269873,0.34536737,26.87,9.16,3.72,1.4009385
"699","Denmark",1996,1.2937577,0.3443892,27.210001,9.43,3.8600001,1.3975347
"700","Denmark",1997,1.6674936,0.35489935,28.510002,10.37,4.4300003,1.4787345
"701","Denmark",1998,0.9247042,0.3550594,28.130001,10.11,4.27,1.4828677
"702","Denmark",1999,0.97747046,0.36781645,29.62,11.22,4.91,1.5882038
"703","Denmark",2000,1.0860091,0.3717876,29.960001,11.45,5.04,1.6238482
"704","Denmark",2001,0.9700138,0.35433728,28.080002,9.929999,4.09,1.4810127
